REG_NAME,OKTMO_NUM,OKTMO_territory_code,Excess_mortality_apr_feb_per_capita,Salary_Region_to_Country_Ratio,Population_Below_Living_Wage_Share,Modern_Retail_Area_per_capita_x1000,Population,Mean_Real_Wage,Floor_Area_per_capita,Urban_Population_Share,Migr_IntraReg_3Y_mean_per_capita_x10000,Migr_Inflow_InterReg_3Y_mean_per_capita_x10000,Migr_Inflow_International_3Y_mean_per_capita_x10000,Migr_Outflow_InterReg_3Y_mean_per_capita_x10000,Migr_Outflow_International_3Y_mean_per_capita_x10000,Doctors_per_capita_x1000,Change_over_5yrs_Doctors_per_capita_x1000,Employees_in_Working_Age_Population_Share,Retail_N_per_capita_x1000,Working_Age_Population_Share,Under_Working_Age_Population_Share,Retail_Area_per_capita_x1000,Income_per_capita,SME_in_GRDP_Share,GRDP_in_GDP_Share,Post_Working_Age_Population_Share,Patents_per_capita_x10000,Cars_per_capita_x1000,Ecommerce_Users_Share,Digital_Gov_Serv_Users_Share,Jan_Temp_Mean_10yr,Jul_Temp_Mean_10yr,Jan_Humid_Mean_10yr,Jul_Humid_Mean_10yr,Region_Area_km2,Road_Density,Rail_Road_Density,Airport_Density,Buses_per_capita,Workers_in_A_EconAct_Share,Workers_in_B_EconAct_Share,Workers_in_C_EconAct_Share,Workers_in_D_EconAct_Share,Workers_in_E_EconAct_Share,Workers_in_F_EconAct_Share,Workers_in_G_EconAct_Share,Workers_in_H_EconAct_Share,Workers_in_I_EconAct_Share,Workers_in_J_EconAct_Share,Workers_in_K_EconAct_Share,Workers_in_L_EconAct_Share,Workers_in_M_EconAct_Share,Workers_in_N_EconAct_Share,Workers_in_O_EconAct_Share,Workers_in_P_EconAct_Share,Workers_in_Q_EconAct_Share,Workers_in_R_EconAct_Share,Workers_in_S_EconAct_Share
Ryazan Region,61000000,61000000,3.21739608800854,72,12.7,218.1,1111492,107.7,32.7,0.721701100862624,162.434615725503,139.514300679906,49.6566298693992,150.231095570249,30.5449803339935,5.2514997858734,0.0999901375635355,0.542753943948015,7.06527802269382,53.4,15.9,1007.99025094198,26886,28.8,0.4,30.7,1.82817330219201,379.227150700497,0.0520643190225093,0.197767288233292,-8.90142857142857,19.9442857142857,86.2371428571429,68.9228571428572,39714.6951493843,61.5507819245251,58.0995353977288,0.478412333987022,0.00862174446599706,0.0235476581998477,0.00134481989461653,0.122136839356637,0.0204423743765356,0.00538113287574008,0.0247733616242195,0.0573745454889525,0.0331991249579419,0.00522983642555646,0.0134908247834665,0.0100583497505145,0.0171064392834002,0.0152996429228555,0.00861918017649617,0.0480303891151956,0.0697473265715075,0.0509912842327089,0.0121136564273408,0.00386698900291137
Sakhalin Region,64000000,64000000,1.63192744804478,182.6,8.2,64.9,488948,119.9,27.09,0.822768474357191,181.062262315789,193.338780275063,101.141707678085,220.923815300451,66.7833933477872,6.34832333908718,0.174878131406286,0.646267066026026,6.39127269157456,56.6,19.7,757.197697914707,59015,10.3,1.2,23.7,0.102260363065193,314.951045466242,0.113141670880714,0.24047632872606,-13.1373684210526,14.8294736842105,76.9115789473684,87.0836842105263,86200.4731832405,18.6981836156915,13.2796471472839,0.89326655825099,0.00907662982566653,0.0360982695060522,0.0375566540478583,0.0276518525920986,0.0294730265491607,0.0106647079699862,0.0545011600733569,0.0384105100122507,0.0686958379613073,0.0137205945086517,0.0097537596474161,0.00914453359749413,0.0229988254006127,0.0259477541037048,0.0173098248490283,0.0780759678722944,0.0733087559644531,0.0713130528365059,0.0186464364496578,0.00299554208413587
Samara Region,36000000,36000000,3.57046257122117,76.1,12.9,340.6,3181285,109.7,27.41,0.798231532226757,114.492361116787,81.4264861746295,40.7397329781181,92.8445246786296,21.2896566192475,4.87444538920593,0.0742809674985121,0.585108102045337,5.58485014703178,54.9,17.5,972.655074914696,29421,24.6,1.8,27.6,2.16516281942674,310.720135920463,0.114474409263604,0.253516706110379,-11.59,21.436,80.912,59.934,53536.3798234139,92.0466818631415,68.311433807443,1.02733879618707,0.00118914212338725,0.0106457079341812,0.0106059718974667,0.127757656256103,0.0173636174265572,0.0072829742565477,0.030585525988881,0.0773684110010958,0.0453425395661208,0.00972525184452435,0.01517893699878,0.0140608313432178,0.0184545834835566,0.0206872448893839,0.0204445344288181,0.0378774322652089,0.0554143652294242,0.0533084697966313,0.00851456236854812,0.00448965683990184
Saratov Region,63000000,63000000,2.97799863330161,64.2,15.5,221.5,2431355,109,29.92,0.757553709762663,133.682088684369,95.2060959738091,33.8449644447478,128.24709094874,30.9740843906454,5.06178653466894,0.0418423494665479,0.479130211903912,5.763041596147,55,16.8,762.251625122617,22757,27.7,0.9,28.2,1.6694394689381,327.330420371884,0.0561047197310601,0.400284690898907,-9.70454545454546,22.4636363636364,84.8381818181818,56.9327272727273,101129.799140399,37.2427188135136,46.0526746582993,1.3448063889773,0.000171098009134824,0.0189298858978935,0.00425815683398389,0.0794943934181108,0.0227920794633595,0.00714962345164434,0.0180975778377227,0.0501809223102494,0.0377714559090788,0.00523785745359724,0.0100167863748254,0.00970622254967815,0.014303060713807,0.0157876799338042,0.0130752380687088,0.0405580053471867,0.0628430723534071,0.0566574455957125,0.00884385268895141,0.00342674614099396
Sevastopol city,67000000,67000000,1.77629147388999,72.3,11.6,424.3,446175,119,28.78,0.9316254832745,98.8409784609068,282.929158247176,93.8130372190007,166.361729871417,28.9690408591362,4.56547318877122,0.075083217943702,0.42104974618389,2.66884294287852,55.6,17.2,892.561280317149,30205,27.9,0.1,27.2,0.714966100745223,301.612774406609,0.171649303891384,0.282645315200471,3.48,24.87,78.11,66.33,877.47717762945,306.201742652193,174.73718331745,15.9548309140321,0.000858407575502886,0.00774448519852801,0.00266735678527274,0.0347788335141267,0.0140809188252021,0.00903241098497904,0.0179313936646951,0.0504197751229173,0.0241876090655464,0.00983298081655704,0.00808672275492768,0.00542138150296707,0.0181345594225578,0.0175024881758738,0.00977936763045439,0.0810228267209732,0.0500114280738798,0.0460988748083732,0.0109943311110063,0.00332321132503982
Smolensk Region,66000000,66000000,2.05757047093291,65.3,16.3,156.3,938626,110.7,29.41,0.718271175100626,165.426675138187,122.04462916086,128.018142682546,151.842453384509,92.1257075052359,5.13623104410063,0.0284342897466299,0.54843953064169,6.78438483485435,55.4,15.7,809.757134364486,27388,31.6,0.4,28.9,0.706351624608737,246.218283188113,0.181007551247484,0.448196301751944,-7.015,18.61875,87.86125,74.775,49836.9405221324,56.9428491265263,39.8884642764397,0.561832241438764,0.0174446478149977,0.018187157215077,0.00157884978520066,0.105539281201885,0.0314843031831281,0.00821540351081269,0.0225279364296384,0.0600553304349523,0.0544232020964417,0.00702924693649872,0.009961369064995,0.00707963166776822,0.0176954253148628,0.0126219521074129,0.0135069541429176,0.0487593429157195,0.0606655241460902,0.0565005145665681,0.00984233032966745,0.00276596790018771
St. Petersburg city,40000000,40000000,3.11263445561223,137.6,6.5,424.3,5390977,109.1,26.19,1,119.116909302915,281.188007149197,60.432613620176,226.293714093275,48.6572427296987,8.49975802159794,0.147850780646019,0.685837666849497,2.66884294287852,57,15.7,892.561280317149,47169,30.6,5.4,27.3,9.11244844858362,301.612774406609,0.177888776519733,0.316447197384614,-6.57,18.3033333333333,88.0033333333333,74.78,1401.45320771465,1382.69229758496,1398.23072680634,27.114711922467,0.000741795040119815,0.00123279415072272,0.000942380365783973,0.0997505288962546,0.011047862368885,0.00542277125050233,0.0444183718559051,0.110447154602114,0.0615728967449571,0.0178496760387693,0.0314329965428361,0.0182612148917876,0.0270091328594219,0.0549217897355448,0.0257168500938552,0.0298208811149679,0.0655527436554327,0.0585386519578528,0.0165019725341,0.00531720173925835
Stavropol Territory,7000000,07000000,2.30049297806763,66.5,14,157.9,2799408,108.7,24.74,0.588499782811223,130.051388346195,135.65725692132,35.8430038381213,147.415447869101,19.930481310308,4.42486411412699,0.0716003823812368,0.378778800980047,6.50780450723867,56.2,18.9,830.547565771049,24366,34,0.9,24.9,1.05736641461338,291.893308539302,0.066420659688874,0.276894381507291,-2.48375,22.681875,81.90875,61.009375,66183.9268711729,54.1567169581658,28.6472255567786,0.815908069418593,0.00120025376793951,0.0370012140645171,0.00165706107705172,0.0352704846411553,0.0167231595463102,0.00734776603403062,0.0215214541648999,0.0502281463556209,0.0213925504493548,0.00350436318991531,0.0049838956291379,0.00546792018233118,0.00624630031081508,0.0103085470862035,0.00619055644566071,0.036922397197024,0.0506419984719494,0.0543741678337157,0.00739785288208266,0.00159934679021002
Sverdlovsk Region,65000000,65000000,2.45631722690684,85.9,8.9,149,4313190,108.8,26.64,0.849804900781092,156.094306629491,89.7042747131335,28.875626947979,101.458026225352,13.0641711488672,4.36614199699063,0.028621374872712,0.635303966638882,5.12567264599983,54.2,19.7,789.080309469325,39094,27.7,2.7,26.1,1.7170586039567,383.07768915302,0.141946699082685,0.331574153315828,-16.3138461538462,17.9292307692308,77.7953846153846,71.1446153846154,194211.720503047,35.7586606097134,48.8785660879113,0.365580407897608,0.000258741210102036,0.0121789380483443,0.0118057157702193,0.136303813080907,0.0213963091965503,0.00918541733253157,0.0237063519112304,0.101543793636903,0.0432004893870171,0.0109183236602246,0.0142129032176928,0.0143813130869166,0.0173572955638719,0.0253952415370105,0.0168362815412286,0.0432933565005769,0.0666613487304356,0.0521600912002109,0.0113512187266573,0.00341593561512323
Tambov Region,68000000,68000000,2.61415965067723,60,10.7,96,1011357,108.5,31.02,0.612546311539842,148.808559214746,120.384060381673,98.6377048554487,158.148003826637,98.9209009277176,4.01539713474075,0.12721150317844,0.478040114833744,5.63401449735356,53.6,15.1,767.916472620449,28154,29.7,0.4,31.3,1.20432250926231,314.816637564643,0.149963110527686,0.28367912991768,-8.18,21.0711111111111,85.9622222222222,64.3711111111111,34454.727241983,55.4328575470917,44.8348378415424,0.34828312282728,0.00490430184395817,0.0401278500960118,0.000257892015897836,0.0899129998517287,0.016011441639391,0.00632886930001643,0.0161215714916735,0.0502064840649519,0.0310922214617544,0.00700717326457748,0.00774118780768012,0.00602467478341018,0.0117866612759487,0.0119309184693909,0.0168745866625569,0.0468584996611395,0.0579107774497568,0.0511646322270216,0.00712080808703318,0.0035603118074594
Tomsk Region,69000000,69000000,2.39217027048813,95.1,14.8,346.2,1078356,108.4,24.93,0.724569622647808,194.114267914931,139.783254407588,45.0366883081674,156.406048736563,23.8855919474367,5.64006691667687,0.0535778214854068,0.488531576327056,6.1630852890882,57.5,19.1,971.043792587977,28381,24.4,0.7,23.4,5.28860598911677,280.342700581563,0.0891494681590577,0.322245940548546,-19.62,18.289375,79.15375,72.011875,314532.6455619,5.70903971814817,2.50694304475473,0.314752701816184,0.000529509735189492,0.0134441364608639,0.0199422728349612,0.0686276549472168,0.0180679220720366,0.00591754243617539,0.0204548082612711,0.0468155470799592,0.035041747123278,0.00711469488095163,0.0131469046198666,0.00901597875155208,0.0115030173950782,0.0299646144122446,0.00996363707911576,0.0442267432212029,0.0703716946262967,0.0542731149364725,0.00797913474407984,0.0026607329966211
Trans-Baikal Territory,76000000,76000000,1.49381900537888,91.7,21.5,223.7,1062742,116,21.51,0.683039721776311,168.763007919969,94.8496460801485,5.22261646223815,159.711410429298,5.41595963783951,5.07743177553912,0.0418210324507233,0.448492813119939,6.7730455745609,56.3,22.8,764.472750677022,25750,19.4,0.4,20.9,0.332159639874965,275.864269059895,0.0431985131314214,0.169738015662235,-26.4804166666667,18.3279166666667,73.43875,69.7508333333333,432347.976483877,12.3684113053813,12.9955368333862,0.201226800475714,0.00420704178436535,0.0087375773315873,0.0262003641085641,0.0251897072458829,0.0253733870692807,0.00473623187938792,0.0148000143052989,0.0223243688543159,0.0534608566246007,0.0039054107673674,0.00730340393342838,0.00647926816529859,0.00952126676917817,0.014503519303745,0.0104789422815253,0.0692392710083079,0.074837243715211,0.0594450750747907,0.00983731640161245,0.00212025681494513
Tula Region,70000000,70000000,2.75283109853376,79.7,10.3,252.8,1472472,109.5,29.53,0.748230187059584,128.566799144022,111.100003617279,93.8866216471776,143.478269391957,57.2716001055229,3.83708484779337,0.0940386738759011,0.544329912932508,8.38793539028246,54,15,917.628043181806,28557,27.2,0.7,31,1.69239211339842,351.130429843294,0.150671131834099,0.377181723785205,-8.166,19.44,87.268,71.134,25714.4684942392,109.869700384787,73.8388785011708,0.544440574501332,0.000882869080023253,0.0162269324671055,0.00227911018065262,0.153371085921926,0.0215144630556265,0.0081719468777423,0.0263659669916631,0.0524078380261724,0.0279905970166973,0.00774950282648901,0.0118767271283584,0.00949499284951504,0.0135336787137297,0.0221815196938663,0.00985480601731369,0.0378123268847167,0.061920186421705,0.0488058076385732,0.00983304870237865,0.00293924975345063
Tver Region,28000000,28000000,2.22409291173528,70,11.7,195.7,1265007,112.8,32.77,0.760658241416846,131.198178382981,140.072038831294,48.394585276854,179.681760127843,28.5088189093544,4.52013309017262,0.0461049427117934,0.554299724835567,7.36675765430547,53.1,16.9,723.987772399678,27211,30.5,0.5,30,1.33754200569641,396.060760721971,0.107218108154786,0.142094342488466,-8.047,18.371,87.09,74.622,84397.1587755166,60.5937450356698,36.3019615137523,1.09008408973465,0.00140789734760361,0.0187073840314025,0.00117951157225235,0.122246556366242,0.0289277334518579,0.00793129603979756,0.0231681797843963,0.0656999706619758,0.0306388663575084,0.00950070295569864,0.00908877458003005,0.00797253353891581,0.0153300775151692,0.0152413498997379,0.0160580608028524,0.0522175415278774,0.0628542854791405,0.0536327172196394,0.0108329570337103,0.00307167263287678
Tyumen Region,71000000,71000000,2.02716766314387,152,12,344.2,3740252,107.6,24.18,0.809358032560373,180.761070329329,215.189695280377,72.7826548028229,219.767711703674,37.5065661057631,5.61619912241207,0.0973756051203982,0.701230428056267,5.0753264753284,59.1,22.7,1093.2648655759,48335,6.9,9.4,18.2,0.516810097287562,316.36832938806,0.188696925872349,0.6012386099599,-17.2255555555556,18.6722222222222,78.1366666666667,70.9877777777778,159855.561385413,21.7279833684782,15.8004789334501,0.512963072972464,0.00052055316058918,0.0110547940983764,0.13061553750408,0.046345086155808,0.026529062937647,0.00777859583510459,0.0695154803878475,0.0489108985957139,0.0724551920081724,0.0145604438611141,0.0136865195577464,0.0101442263181619,0.0182561873148524,0.0305305306093249,0.0196723445978331,0.0467702409649523,0.0640882195559439,0.0540959053306855,0.0125620624460109,0.00365896426031053
Udmurtian Republic,94000000,94000000,2.18301015020437,71.1,12.4,205,1504172,110.5,23.08,0.66034203535234,189.015440414072,81.0490793776182,11.7337152967234,105.494117890165,10.8829653533481,4.95422066093505,-0.104464119036377,0.594629593680234,5.70014599394218,54,20.6,1368.17199096912,25066,24.2,0.8,25.4,1.28575721393564,297.904988092,0.158460628286595,0.492704234412478,-12.8542857142857,18.8814285714286,81.3328571428572,71.3485714285714,42151.8778977207,66.3429528184389,45.6898279485982,0.284684825409615,0.00248508814151573,0.0323271245280164,0.0137856082455503,0.144851933304318,0.0170078805999432,0.00565242686489459,0.0272400388411057,0.0568744059116171,0.0338392151961345,0.00959122484120955,0.0108905738813755,0.0100455168592323,0.0129761312757672,0.0191149830087398,0.0119551438217123,0.0412643658462621,0.0779797789082632,0.0540616119452848,0.0119750883493328,0.00319629522273901
Ulyanovsk Region,73000000,73000000,2.69680864904247,64.1,15.5,273,1234120,105.4,29.06,0.757256182543027,100.035371315269,108.148713039936,18.0444076898608,136.795608715333,6.24671153009371,4.23297572359252,0.0863358889334174,0.520399804759742,9.14902926781836,53.9,16.6,933.350646614592,23698,30.3,0.4,29.5,2.73069069458399,290.878832314828,0.0435478294184398,0.207897370515448,-11.11,20.34,81.685,65.26,37239.8263479066,59.2310218986256,48.3557521422803,0.268529716185482,0.00117087479337504,0.0119816771936732,0.00266434881498941,0.126030027961306,0.0172748962748546,0.0081675828651117,0.019594231236072,0.0565228905492182,0.027539471839864,0.00983372166308764,0.0138228034102943,0.0126873395159415,0.0126953071561375,0.0158494403439327,0.0128760072224704,0.0445407623570432,0.0626908963907913,0.0541587564035022,0.00896780453989524,0.00250138802305528
Vladimir Region,17000000,17000000,2.60347345732088,69.1,12.6,216.9,1362110,112.2,30,0.782500679093465,114.976645364236,125.771402655679,29.7176378020674,156.063447397102,7.62434534561827,3.50485643597066,0.0390672225100333,0.561225207427975,5.99951545763558,53.5,16.7,775.413366027707,25358,29.5,0.6,29.8,2.01525574292825,296.184301565743,0.14801351088183,0.336065351564412,-8.56833333333333,19.475,86.13,71.1133333333333,29144.4698356272,82.79531918824,66.1946126004516,1.06366662954714,0.0032361556702469,0.0143975362029375,0.00294252107625491,0.158256668443962,0.0179722540146448,0.00855215214822358,0.0164784199225816,0.0662572917210565,0.0250534886878707,0.0114251000217708,0.0114484283145919,0.00781909485263277,0.0196883930147681,0.0227426154460606,0.0147360708993475,0.0470930991685042,0.0539179970712014,0.0487666983405419,0.0102643116160421,0.00341320369023403
Volgograd Region,18000000,18000000,2.87791906660522,69.7,12.9,173,2499272,108.2,25.01,0.772016011062421,123.107647534495,101.966118001614,27.4665129976643,129.227238349243,19.1725256537009,4.51811567528464,0.0309153778777198,0.420374289131429,4.88342205250169,54.9,17.2,668.843967363296,24158,23.9,1,27.9,1.99178000633785,436.181884092938,0.102882336187195,0.433369195040563,-7.59666666666667,23.612,85.4886666666667,52.994,112673.649852405,42.0923574651214,30.6043458300071,0.275130876124168,0.00166008341629082,0.0193195785024257,0.00225938288675928,0.0705346380472551,0.015276579687546,0.00730937803551054,0.0187929406281725,0.0438572885466142,0.033088032320622,0.00574046943890826,0.0104791170926679,0.0086582589899359,0.0115085607646615,0.0134862587103762,0.0122459703981646,0.0403762019944652,0.049135911291758,0.0483512019100691,0.00697915436982535,0.00297543839665929
Vologda Region,19000000,19000000,1.57318959537074,81.7,12.9,357.9,1164079,113.1,31.06,0.726201572230063,159.538072677981,91.647849934349,9.91666691490027,120.597725599305,9.8823001128742,3.53841964334036,0.00655555789235218,0.573651089459705,6.73321999623737,53.6,19.5,1064.09487672228,28334,24.3,0.7,26.9,1.08755505425319,327.504275451245,0.161609590150938,0.352299844922834,-10.5793333333333,17.7793333333333,86.3633333333333,75.5693333333333,143440.677917627,26.2256640305335,13.6594349272067,0.306747016528098,0.00257027229251623,0.031435235078483,0.000675859397294585,0.118609397605509,0.0221655277460845,0.0087369692160581,0.036898204823843,0.0611264099337362,0.0453394755366978,0.00835007697392646,0.0112870282320302,0.00948094344471389,0.0131631510930049,0.020696971981937,0.0115950675399742,0.0481627952290718,0.0585399695843077,0.053512774489468,0.0100551915406367,0.00382116190426784
Voronezh Region,20000000,20000000,2.34996482668267,70.4,8.9,213.6,2326013,111.5,30.8,0.678848312541675,151.675054402481,124.355992609279,94.8143605722569,121.864362721961,59.1695094629421,5.28457923493979,0.0219973104975857,0.539634204479248,5.55757856899338,54.9,15.8,770.594489368718,32022,36.3,1.1,29.3,3.4733253855417,346.709648207487,0.0512282890466365,0.472162994645591,-7.209,21.624,85.712,63.156,52257.9015088059,76.8868166420813,57.3501026827883,0.516668278297594,0.00130738736197949,0.0322635932561939,0.00230246157504518,0.0876543096501511,0.0194315321354665,0.00530407208356438,0.0256788444636203,0.0983704428830573,0.0323170787760822,0.00683878543461993,0.0119679919751234,0.0124634573987446,0.010822947653298,0.0257662380803046,0.0118269562191661,0.0347620639912397,0.0571568348859643,0.0533947589548459,0.0075066104911462,0.00380553781038349
Yamal-Nenets Autonomous Area,71900000,71900000,1.34302150450735,211,5.6,229.1,542961,106.8,20.5,0.839224180005562,134.3068322834,409.245049679298,99.8241160876998,433.951825064862,64.38124438671,5.68917472894002,0.137083305658203,0.961598884310106,4.96168233077514,63.6,24,804.71451909069,83088,2.5,3.3,12.4,0.0219024465032744,317.268075031534,0.240405887129009,0.826417502980886,-23.0525,14.92375,79.318125,72.445,684166.984197363,4.29451733099286,3.36388544325652,0.403410287802461,0.00186385394162748,0.00918096448985721,0.215043764392821,0.028890037262368,0.0479599986095345,0.0122476568298644,0.129526775258966,0.0293875422142218,0.116076187363909,0.0213119190522029,0.0190013299888491,0.00789723954715165,0.0232677679723548,0.0480610633523732,0.0362086883963625,0.0682693785794801,0.078014452292976,0.0511497640604485,0.0156763289078328,0.00442802573853162
Yaroslavl Region,78000000,78000000,2.74376111486538,75.2,10.3,157.9,1256501,105.9,28.49,0.815942048593674,150.007204467087,134.328391357443,27.5185176098249,128.715020064283,26.9912721881327,5.02029047330643,-0.0479183066615881,0.60308559534078,7.4619916737034,53.7,17.4,1179.00773656368,28658,29.2,0.6,28.9,1.92518748492838,269.820389135702,0.127412804451815,0.374368412613188,-8.935,18.5333333333333,85.965,73.5,32901.997634149,75.4133040740555,50.5468935549494,1.24612494523573,0.00260087337773707,0.0156187328502446,0.00106440835908429,0.134538430334125,0.0197029664285855,0.0105553087917491,0.0275118882386873,0.0669947394944055,0.0454667766116618,0.0126378855477853,0.0172080833435361,0.0127640080086014,0.0120944177877238,0.0199144549733382,0.0140913320498098,0.0467466750506832,0.0699952980627737,0.0578367075070906,0.013200916368749,0.00514286194215871
