REG_NAME,OKTMO_NUM,OKTMO_territory_code,Excess_mortality_apr_feb_per_capita,Salary_Region_to_Country_Ratio,Population_Below_Living_Wage_Share,Modern_Retail_Area_per_capita_x1000,Population,Mean_Real_Wage,Floor_Area_per_capita,Urban_Population_Share,Migr_IntraReg_3Y_mean_per_capita_x10000,Migr_Inflow_InterReg_3Y_mean_per_capita_x10000,Migr_Inflow_International_3Y_mean_per_capita_x10000,Migr_Outflow_InterReg_3Y_mean_per_capita_x10000,Migr_Outflow_International_3Y_mean_per_capita_x10000,Doctors_per_capita_x1000,Change_over_5yrs_Doctors_per_capita_x1000,Employees_in_Working_Age_Population_Share,Retail_N_per_capita_x1000,Working_Age_Population_Share,Under_Working_Age_Population_Share,Retail_Area_per_capita_x1000,Income_per_capita,SME_in_GRDP_Share,GRDP_in_GDP_Share,Post_Working_Age_Population_Share,Patents_per_capita_x10000,Cars_per_capita_x1000,Ecommerce_Users_Share,Digital_Gov_Serv_Users_Share,Jan_Temp_Mean_10yr,Jul_Temp_Mean_10yr,Jan_Humid_Mean_10yr,Jul_Humid_Mean_10yr,Region_Area_km2,Road_Density,Rail_Road_Density,Airport_Density,Buses_per_capita,Workers_in_A_EconAct_Share,Workers_in_B_EconAct_Share,Workers_in_C_EconAct_Share,Workers_in_D_EconAct_Share,Workers_in_E_EconAct_Share,Workers_in_F_EconAct_Share,Workers_in_G_EconAct_Share,Workers_in_H_EconAct_Share,Workers_in_I_EconAct_Share,Workers_in_J_EconAct_Share,Workers_in_K_EconAct_Share,Workers_in_L_EconAct_Share,Workers_in_M_EconAct_Share,Workers_in_N_EconAct_Share,Workers_in_O_EconAct_Share,Workers_in_P_EconAct_Share,Workers_in_Q_EconAct_Share,Workers_in_R_EconAct_Share,Workers_in_S_EconAct_Share
Jewish autonomous Region,99000000,99000000,1.69293452512555,88.6,23.9,126.3,159109,113,23.84,0.687396690319215,73.918111622817,159.693530391296,15.7586732985145,259.30317694337,14.1694469307639,3.78356975406797,0.00441165071324279,0.481104284375703,8.81156942724799,55.6,21.1,1085.38171945019,26602,19.7,0.1,23.3,0.0219024465032744,227.855146235766,0.150195910622299,0.142344181291542,-22.0283333333333,21.4333333333333,72.3316666666667,80.315,35753.377668379,20.5620447752789,31.0103952988491,0.978928489627841,0.0168626539039275,0.0149065269087736,0.0199876551756226,0.023936127041274,0.0273114883326669,0.00457923261601894,0.020269123682507,0.0295994090472614,0.0590631706213256,0.00454419035210964,0.00906012081396984,0.0070254087160103,0.0172769665028965,0.0125157401936711,0.00699262724332096,0.077397057019551,0.0706531168104251,0.0641883843169636,0.00908838070421928,0.00270955827711612
Kabardino-Balkarian Republic,83000000,83000000,2.08095813899925,57.4,24.2,71.5,867285,116.6,20.84,0.520645462564209,40.8344625127052,81.2957194978378,16.7133593977197,114.099326782029,8.31098983680956,4.69857082735202,0.0742394356392984,0.237999922823757,5.40768028963951,57.4,21.7,671.95939051177,21474,38.7,0.2,20.9,1.12535095153266,256.907838508341,0.0721752938638186,0.354784442940941,-2.88142857142857,19.4557142857143,75.5857142857143,70.0228571428571,12454.13873516,68.1710573063983,25.3712694241274,0.883240522200486,0.0085012423828384,0.009644820747931,0.000518860582161573,0.01763282303606,0.0131038912956748,0.00287512640823794,0.00977237648531877,0.0108299842921638,0.0103703818872139,0.00135570656949611,0.00390842831866734,0.0032214352133663,0.00181289847232218,0.00575647994696252,0.00431861543007807,0.038526051069822,0.0531318860638407,0.0429396804586157,0.0073190879487569,0.000961388597067476
Kaliningrad Region,27000000,27000000,1.94782876647388,74.5,13.6,383.5,1007349,106.4,28.93,0.776972032532916,200.882495827874,187.256682189288,96.7354557186914,126.997391159702,49.3591029702779,4.67067520789716,0.0434378523931804,0.554435365999693,5.48866380966279,56.5,17.8,812.935834551878,28905,32,0.5,25.7,0.659155863558707,380.13264989468,0.160710202361864,0.311072815125412,-2.0575,18.56,86.6375,77.695,13537.0613239166,147.895846901779,94.5992553632123,2.51162340085809,0.00331861152391078,0.015508681566425,0.00394692326446924,0.0887040431901355,0.0157309419799557,0.00718612720427314,0.0371080012633176,0.0787986081437955,0.0505692515262855,0.0147851492479116,0.00939080994655235,0.00942893683171927,0.0184535881207238,0.0221594510789764,0.0160860315418099,0.0580656648098434,0.0474843121264658,0.0468437101756888,0.00905258757813607,0.00510689421318834
Kaluga Region,29000000,29000000,3.05333765553699,86.6,10.2,252.7,1005978,110.4,31,0.75910407583466,105.255616648905,152.78988718185,154.528401622292,175.053964914043,124.070177657706,4.24064939789936,0.100617403815694,0.587174978273996,6.51803518566012,54.4,16.9,880.808327816314,31394,26.7,0.6,28.7,1.7485471849285,315.018129941152,0.0851106772187585,0.234248528767329,-7.57,19.345,86.8166666666667,72.3316666666667,29800.6292963662,85.1217847966095,51.8119031422571,0.805352120632114,0.00688186023948834,0.0217166850099517,0.00221744265720698,0.173669158710406,0.0172421470332704,0.00975291033729775,0.026359883849641,0.0542605568616692,0.0275178512265442,0.00934505438254819,0.0111948419407605,0.00842829214017427,0.0163029088579063,0.029635157206689,0.0156648116383787,0.0494940144872774,0.0537750401628477,0.0472699935082196,0.00961641015889366,0.00371218356663863
Kamchatka Territory,30000000,30000000,2.06443121118409,168.1,14.9,136.3,313869,114.5,25.95,0.784352707658291,88.2426874589236,216.366464041241,147.373459875538,282.574854690225,99.4887214877464,5.27290047758778,-0.0142321895226045,0.645278413495594,6.71617776843205,60.2,18.8,682.624916764637,52674,21.3,0.3,21,0.219836938340518,498.505034585969,0.14450025491003,0.36803173507459,-13.5178260869565,13.055652173913,75.5947826086957,82.8660869565217,464467.75644867,4.06626663582347,0,0.14855713672694,0.0364546992535102,0.0558187251428477,0.0177296389677099,0.0586724031522176,0.043396334520457,0.00895108608539934,0.0303250920361436,0.0491931325984668,0.0374487022004832,0.00880131032934376,0.00972483928452746,0.00990001870238752,0.0155068185598179,0.0210135914988932,0.0117745972463764,0.113309328778203,0.0768063837369822,0.0596552073182784,0.0158423585928188,0.00140937398719437
Karachyaevo-Chircassian Republic,91000000,91000000,2.15196508051073,56.3,23.5,222.1,465546,111.2,21.56,0.428632186722687,98.9448467527458,119.483711249785,8.87882704674468,147.50537631372,5.07251095266766,4.17359401648817,0.0753753968919337,0.293659472845489,4.53231259639219,56.7,20.5,480.361553960296,18821,22,0.1,22.8,0.238429714786509,201.844286464867,0.104969217785785,0.302780899280297,-1.23,20.1155555555556,76.5788888888889,71.6966666666667,14281.760224548,41.4999469753668,7.20513174636501,0.980271323694142,0.0081066103027413,0.014206830217851,0.00417669670546937,0.0285947453359481,0.0138829231264064,0.00454492792521688,0.00750062748948645,0.0173390686179254,0.0097145608724128,0.0035879813603175,0.00412252277087689,0.0044433991526939,0.00415699709289029,0.0084246150871862,0.00521850313994019,0.047089650838081,0.0655815256305863,0.0411729479676936,0.00843938979662051,0.00146231739529359
Kemerovo Region,32000000,32000000,2.00522677317866,87.3,13.6,431.7,2666055,116.6,25.37,0.86047512148099,156.316694277697,86.4347526294542,31.5704769071313,124.549015013837,12.1345723765729,4.37050248400727,0.0199372047209789,0.543206296839365,5.91323134744032,54.3,19.6,972.63721116031,24886,17.7,1.2,26.1,1.25728839052458,275.88981757917,0.133414060040461,0.246382254872133,-16.6081818181818,17.91,75.7672727272727,72.96,95799.4790379455,35.3101313732273,48.3206241388933,0.240084812892248,0.00384463186243345,0.00699545817437897,0.0697977087444709,0.0663711631120582,0.0277290813525104,0.0086094333523111,0.0245015454563537,0.0465559135693048,0.046433509802333,0.00912398507927093,0.00878737472009852,0.00782838403337771,0.0158461761531192,0.0164041770727569,0.0196499491960471,0.0400772866502773,0.0583492263952409,0.0573159092676275,0.0100860842137986,0.00274420680050116
Khabarovsk Territory,8000000,08000000,2.95688116001073,104.9,12.2,116.6,1318558,109.8,24.12,0.820674555082143,171.930994457326,156.550060631355,74.0664888892265,185.697767675698,73.4208925431101,5.62508437247357,0.0536118090730346,0.663060092091622,4.78704766874116,57.7,19.1,836.182708686307,41459,24.9,0.8,23.2,1.97033425909213,266.259696565878,0.102253257989664,0.203537047069563,-23.9566666666667,17.4675757575758,73.6557575757576,80.5551515151515,785444.806269723,3.95715513034926,5.01162814764309,0.187155098393406,0.00219558032335324,0.0276240535578199,0.0131159247089166,0.0730242091077159,0.0244158852563854,0.00873150689381714,0.0636084296730405,0.0792186763196956,0.0607254419836082,0.0122356763020539,0.0111388160728065,0.0139848693434948,0.0216074236005042,0.0226259460590348,0.0183349815241025,0.0741572151204316,0.0662808517438683,0.0576033663664347,0.0107187363492984,0.00390847642623132
Khanty-Mansi Autonomous Area – Yugra,71800000,71800000,1.76093763808641,156.9,8.9,479.2,1669236,106.4,21.33,0.924779959214874,140.905431200377,242.509306816791,69.1856305502658,267.634659131569,36.8153058303538,5.74394513418115,0.0704063186961978,0.750911052238287,4.2324752162067,60.3,23.3,1068.41159668255,53208,6,4.8,16.4,0.0219024465032744,344.024954997461,0.217123482190796,0.581676988765754,-20.9085714285714,17.6164285714286,79.7557142857143,69.9821428571428,534828.533251625,7.93132216615661,4.1197395211371,0.547839133074356,0.00110889053435224,0.0019911592845683,0.204581333833672,0.0363805326862338,0.0294074018676887,0.00909255008896196,0.0607915573670038,0.0446509670641987,0.0766865561244815,0.0141165463897969,0.0139379162933169,0.009843531679225,0.0186637652529189,0.0242259368777987,0.0198639051669787,0.0440090710389719,0.0691977029306149,0.0568279164720264,0.0133707309647269,0.00327226890309481
Kirov Region,33000000,33000000,2.72163700627851,63.1,14.7,210.7,1267255,110.4,27.28,0.775269381458349,265.101301701703,111.99351828669,7.90376642913177,138.891097260582,9.83136166199928,4.83012495511953,0.0897611317186096,0.567420810606306,6.52670535922131,51.9,18.2,1221.64110617042,23604,31.2,0.4,29.9,0.956397883614584,272.901142905207,0.208705309355748,0.329887276038008,-12.4123076923077,18.3215384615385,83.7692307692307,73.9230769230769,120597.20638807,32.7589989902765,21.6091406324366,0.0912127264756289,0.00255355078496435,0.0346934994119593,0.00126424394498421,0.129192047238114,0.022694661239221,0.00633688023319926,0.0188756258321118,0.0595792634162035,0.0339314560382659,0.0122457572547172,0.00759686695263211,0.00913676625206687,0.0119702539440363,0.0127738052668555,0.0102295048248392,0.0573434597828911,0.0682340509183486,0.0577767845265116,0.0100219650792104,0.0035236143625988
Komi Republic,87000000,87000000,1.44087617752199,111.6,15.5,135.1,825354,107.1,28.59,0.782192853006104,204.710283021654,155.861748745112,15.8960460323037,260.300182140374,17.2457169425676,5.11416919285543,0.0621119908155381,0.657579218490336,8.34793312929967,56.4,20.3,807.417907952224,35356,10.4,0.8,23.3,0.70757517380421,305.879660578029,0.205563147168777,0.249704193901568,-17.09,16.3019047619048,82.6080952380952,72.1285714285714,417062.163878109,10.020093980464,8.79845107836077,0.350067718064854,0.00313804743176867,0.01633964687613,0.0474000350281677,0.0523981053167524,0.0321972310974168,0.0116867970360004,0.0381937983644826,0.0574808158397436,0.0739652533706706,0.0101426498154061,0.0119076350080052,0.00876713859483497,0.0177903461221892,0.0226760640184018,0.0185944283490512,0.0673841529111678,0.0828595671400453,0.0712032749601001,0.0124502777290989,0.00414436396490055
Kostroma Region,34000000,34000000,1.96215571887556,65.6,12.6,242.9,635326,115.7,28.44,0.725786446643141,218.618505013516,129.439836002905,29.4698351938313,161.319224495529,24.6685455046884,3.80119812505706,0.0579191303547544,0.532113976765121,8.19736639142739,52.7,18.5,1026.29516185391,25285,34.9,0.2,28.8,0.879863251307203,292.706196931584,0.145121393423502,0.158474639908569,-11.2085714285714,17.9057142857143,85.6042857142857,75.4757142857143,60256.4199389767,29.9687804979802,26.5855327575061,0.116170194098639,0.00841457771285922,0.019572793124044,0.0014040514012197,0.120216487821301,0.0240358307944175,0.0079088026173788,0.0168074002451048,0.0447408848974073,0.0328678248351467,0.00912439274776897,0.0109591274335151,0.012143357130566,0.00936273204114768,0.0133959824393759,0.011628448682214,0.0603765996187969,0.067235873067087,0.0564048754040725,0.0113279858637441,0.00260201995478112
Krasnodar Territory,3000000,03000000,2.62579504540776,75.5,10.7,215.5,5661848,111.1,27.2,0.552642352814841,98.8090380714951,199.535643290913,42.0308710963793,149.5769384849,21.7913303698302,4.3431049367627,0.080077213862316,0.459256548007735,8.57529202479473,54.7,18.8,877.237679287752,35673,30.5,2.8,26.5,1.34655681325249,306.599318194091,0.120292584886313,0.48031175192538,-0.421333333333333,22.2313333333333,78.614,66.196,75202.5485592899,89.1443342530935,69.0675592088312,2.76586371053651,0.000447380431265551,0.0298873031312156,0.00253491178003297,0.0466539426690168,0.0124195404529092,0.00767938748621883,0.0257388136271123,0.0648352920381753,0.0401916563920731,0.0167225650657192,0.00849135873123506,0.008803108934863,0.0109814211034131,0.016497317067738,0.0123639711001962,0.0347363345739943,0.0518899253743825,0.0540540626760872,0.0119738555165367,0.00280161884186278
Krasnoyarsk Territory,4000000,04000000,2.20420025433885,104.3,17.3,181.8,2870140,111.3,25.43,0.775433602542036,248.224010623968,130.738933548408,56.9174859683373,146.716775085723,43.4114927182983,4.98790999742173,0.0465073133853242,0.577410212793853,4.95829471733086,56.7,19.9,879.276620652651,31739,11.4,2.8,23.4,1.98526901126774,294.536305517069,0.141400522048254,0.548553594681882,-24.3755813953488,15.3727906976744,77.4788372093024,73.5188372093023,2330269.10559335,2.36911428726899,2.41332413158118,0.058791493081704,0.000453984823039991,0.0201552274505742,0.0256215340613082,0.0732327285155138,0.0248718579183295,0.00774433890356226,0.0313950235440709,0.0526401694985806,0.054943703070043,0.00831163481765891,0.00970418897767389,0.00898044425537858,0.0155308931768152,0.0248757291967728,0.0172332110611544,0.0527711784770093,0.0724125705253223,0.0601547510989791,0.0139835493279344,0.00284741746830704
Kurgan Region,37000000,37000000,2.20342712345527,64,19.6,150.3,830934,110.2,26.06,0.621571629034316,179.083592150014,142.836800402214,24.9415878136678,207.384625724951,16.3284909714659,2.91479226990351,0.0168362050190574,0.512652169859744,7.40853064142278,50.8,19.4,824.657554029562,21304,27.2,0.2,29.8,0.961568548163873,335.720215981531,0.104082892536948,0.369992234268396,-16.6725,18.89125,77,69.12375,71643.5566151561,38.2141134534899,28.268072900631,0.125621904121048,0.0108708994938226,0.0199303756635949,0.00231714396183981,0.103241425941918,0.0211295764339489,0.00486289889629749,0.0148509478253567,0.0413816657771449,0.0322784479182699,0.00519835292451191,0.00870285252859087,0.00710376023307725,0.0085159364069375,0.0114345759744527,0.01816829440522,0.0610320226121032,0.0765332679709688,0.0646488140307116,0.00875947224098017,0.00256257501638086
Kursk Region,38000000,38000000,2.84708081825494,68.3,9.9,158.7,1105524,109.5,30.99,0.683559108621794,172.126441673734,124.796612473513,90.0236238307889,144.937718340617,63.7994169533682,5.1269805087904,0.044725471989582,0.540983970950365,4.93702533821066,53.7,16.9,691.036739139087,29149,25.7,0.5,29.4,3.00219624359127,314.212391410978,0.14672105931381,0.476174351127345,-6.66375,20.51625,86.52875,68.07,29998.2901001158,69.022117608871,67.4542766426604,0.300017099973484,0.0019945292910873,0.0410013106553036,0.00986025168061224,0.0912840967509853,0.0259834484683677,0.00699332164313133,0.0311338158494498,0.0513706024401031,0.0273091088323498,0.00727748797528352,0.00829775796570784,0.00853526509572241,0.00969972381188608,0.0201126427929081,0.0115804097031008,0.0468566194116417,0.0756872898790423,0.0562044620926054,0.00973897144400905,0.00205788979247382
Leningrad Region,41000000,41000000,2.97653571245799,96.9,8.8,309.7,1861870,109.7,29.71,0.657700054246537,94.4888918924188,458.434030750652,73.5207681030865,280.551302008385,46.8917779910964,3.73334335909596,0.109142485974361,0.507373712345819,7.0149903054456,56.5,15.5,910.752630419954,32306,18.9,1.3,28,0.510239705242579,320.805014646617,0.114580004368488,0.236136425938605,-7.13272727272727,17.9509090909091,87.4654545454545,75.5409090909091,74431.6190342336,82.0732248292217,68.6837105967724,1.19572839009542,0.000905004108772363,0.029099966153545,0.00499916084937158,0.106244502208765,0.0217837894540416,0.00887831346266155,0.0552923977706114,0.0567427428442743,0.0406809577829046,0.013846104195083,0.0056877824469081,0.00330042148603951,0.0166992638621814,0.0140651246479714,0.0117839467799312,0.0273691912465396,0.0435154855017539,0.0358934976924665,0.0082733455103255,0.00321781351140406
Lipetsk Region,42000000,42000000,3.74346898420269,71.7,8.7,419.5,1141703,112.7,32.22,0.645824702221156,161.749268863241,116.73946656314,73.1310138646268,136.754582103612,50.8024619074116,4.22263933790136,-0.00519139920061462,0.593315538589123,4.42409278069691,53.7,17.2,775.61458628032,32479,23.9,0.6,29.1,0.777785466097575,336.05440392995,0.0409561479648888,0.53473873126449,-7.65714285714286,20.6314285714286,85.9528571428572,66.6042857142857,24065.7610382898,76.5862646961328,79.3199477199695,0.540186532198853,0.0112883998728216,0.0463995346387957,0.00369421020636083,0.122247546920217,0.0171702727901278,0.00768429649176879,0.0423425744876714,0.0794683350215151,0.0363020702366066,0.0102166956115515,0.0128967065568786,0.00814800966306482,0.0145147278932334,0.0103561520876183,0.0143715199564069,0.0415125230178419,0.0554648580111003,0.0558116234708877,0.00945041897463668,0.00526395187380825
Magadan Region,44000000,44000000,1.29719084688439,198.2,9.3,89.5,140692,114.4,29.17,0.960722713444972,183.857089420444,275.536096930881,77.5697745343988,396.716577924902,68.3420308552227,6.19793591675433,0.0217085671148614,0.81254041240582,8.49373098683649,59.1,18.9,955.352116680408,65357,22.8,0.2,22,0.334063059733318,378.095925910192,0.139904708441214,0.139112887547161,-25.1878571428571,13.9192857142857,70.7478571428571,78.0757142857143,462580.666459214,4.10368220771609,0,0.0518828427995188,0.0176769112671652,0.0146604338054835,0.151323578600587,0.0161397064536168,0.0589508190191455,0.00843546207642832,0.0390383659824441,0.044395016693652,0.0646177561882545,0.00840780088056891,0.0165293685170275,0.0112316481796071,0.0118137359533441,0.0400016971947651,0.020652089360768,0.120862588655937,0.0763004021264388,0.0863907253116731,0.0196839475056889,0.00310406723970081
Moscow city,45000000,45000000,2.88179305397924,197,6.6,424.3,12646679,114.5,19.39,0.984962613505095,6.64167466626915,227.723181631525,26.3921008026512,165.673301718933,19.9513198159013,6.13449586251062,0.096046103771932,0.679580781642358,2.66884294287852,57,15.3,892.561280317149,74053,20.7,20.7,27.7,17.2561508044918,296.215803074986,0.230529775301036,0.471875556043573,-7.79,19.4733333333333,85.7433333333333,71.7033333333333,2521.09776753827,1058.19116332955,1041.68519440891,29.3522928594147,0.000157590779365871,0.000967412978815132,0.00228512941979582,0.0490791353346945,0.00820073833321443,0.00404269505588516,0.0406738359824284,0.134794364009048,0.047809805495806,0.0169953084542049,0.0421554259700019,0.045402793998607,0.0352796592936208,0.0761644098110866,0.0319230884749727,0.0340839220361829,0.0425540744173427,0.0458392583511381,0.0134367013761326,0.00785920216821696
Moscow Region,46000000,46000000,3.05596394058768,116.1,7.3,526.1,7645255,108.2,33.47,0.814195602370359,89.892231302866,334.796448917957,54.7792402041093,234.094462483648,23.7621439034733,4.2833103670185,0.121323919776785,0.519552621946783,5.06104766943679,57,17.9,1446.59529342056,47201,22.6,5.4,25.1,2.48821000738366,346.330691412377,0.128228943938407,0.704106679441547,-8.22714285714286,19.1385714285714,86.4928571428571,71.9542857142857,44482.2938834411,177.248160983327,143.792448931645,3.97911133953211,0.000353029428057011,0.00720614381306364,0.00068440570528398,0.0972403626067479,0.0145699361490209,0.00756694551982575,0.0256214188672261,0.0914604904518979,0.0453559389841471,0.0117966071995556,0.00859023818087281,0.00453972672213715,0.0240346761579797,0.0336241581422588,0.0158313538060019,0.0295428971899747,0.0468264073024907,0.0416506938537167,0.0098369465651938,0.00357327472938811
Murmansk Region,47000000,47000000,2.42054264611467,133.1,10.6,209.4,744730,111.7,25.52,0.922063029554335,141.262718782652,313.109419414914,53.7053353316745,379.246799999517,44.3313758975701,5.14683173767674,-0.0323867703838909,0.603813444265872,5.74167819209646,58.6,18.8,850.187047654855,44237,15.4,0.6,22.6,0.700925167510373,316.651427165881,0.282168692132102,0.391582541544868,-10.11,13.3192307692308,85.9576923076923,76.4792307692308,144129.778163261,14.9073270142054,12.9469520845389,0.624437233907719,0.0218374444429525,0.0161210130487312,0.033845328373125,0.0513421063015302,0.0380739035046213,0.00967274531407012,0.0389320379940248,0.0494514607282141,0.0611204857944027,0.0139017787283377,0.0123667605856102,0.00801353254029944,0.0159816950862325,0.021016389612581,0.0143119418087202,0.0755854940487629,0.0683130047497801,0.0621470392022873,0.0105146107650898,0.00310211607945138
Nenets Autonomous Area,11800000,11800000,1.64584797442815,183.9,9.4,11.4,43970,110.9,25.23,0.735114851034796,277.974709350381,223.059386710596,46.9381969429372,257.496015670666,41.8720122460306,5.16261087104844,0.103533380602639,1.18827366061276,8.4375710711849,56,24.8,661.087104844212,81041,1.5,0.3,19.2,0.0219024465032744,201.943918410185,0.0721692989897625,0.341993349176561,-15.6823076923077,11.8630769230769,84.2138461538461,80.2392307692308,176205.934913,1.9367632280689,0,0.482390108153666,0.0887195815328633,0.0457982715487833,0.34618164982618,0.0290823288605868,0.0573605380291757,0.0094626206179538,0.0983219077942753,0.0366524253549498,0.113348386887163,0.0194410149777446,0.0234819194905617,0.00717615906949543,0.0103966990480522,0.0362869164040417,0.0271816823158647,0.0994834140160499,0.121393645017707,0.0755141492576107,0.0242494882874687,0.0074685662302219
Nizhny Novgorod Region,22000000,22000000,2.82695993001443,73.6,9.5,488.1,3208785,108.1,27.78,0.796292989402531,134.857357018215,75.9893653347099,30.2653688013063,79.4510404648102,23.3689123538002,4.81926959892919,0.0185803462269112,0.66120468330685,4.81926959892919,54.5,17.1,972.874000595241,33817,27.5,1.7,28.4,2.27406946866181,341.142336130862,0.179246251036159,0.378088606628891,-10.5,19.1566666666667,84.5311111111111,71.9377777777778,76760.3835133993,59.6281928377308,44.3666598326409,0.716515440421154,0.00174053418973225,0.0161147050529129,0.000713122531030887,0.146598172937303,0.017594873180227,0.00878265492270339,0.0425743471767365,0.104685312524977,0.0391239000077096,0.0112169124919428,0.0170108114745138,0.0138404440229906,0.0185875036041036,0.0378871576373194,0.0142534729734866,0.0436733941694728,0.0611998771205992,0.0527058792852701,0.011209307223991,0.00343312088188857
Novgorod Region,49000000,49000000,1.79209666928189,67.2,13.9,130.2,598402,103.7,32.6,0.714248949702708,188.742026587613,168.215807400093,34.9356922355832,190.935911315527,28.5311350424261,4.32986520766976,0.00844684771447568,0.629688586917937,9.27971497421466,52.1,17.8,911.466372104371,26003,18.1,0.3,30.1,0.979274801889031,317.941482202114,0.0816547501251801,0.223949917137909,-7.222,18.134,88.056,75.733,55092.4490930101,62.276289405162,32.0834547599178,0.544539233486468,0.00203207876979021,0.0271673653466355,0.00361968521395509,0.146410413182272,0.0267356332865572,0.0122488736331871,0.022206937182363,0.0840575264430594,0.0382560793503255,0.0130841115859686,0.0088322243731916,0.0108516783481195,0.0137506340383035,0.0214621512659426,0.0102329479291811,0.0601656795195439,0.0565742204729639,0.0540325824015966,0.0149386990832737,0.00506210651720329
Novosibirsk Region,50000000,50000000,2.94935618636466,81.6,13.9,306.3,2795777,111.3,25.84,0.791644684107495,115.457435459441,119.404677467729,74.6517577389113,110.935283042916,48.3880602270259,5.46180900694154,0.0559915281871046,0.593099573827682,4.61553264083652,55.7,18.9,1148.96030692004,30535,35.7,1.5,25.4,2.8607431851682,317.609752185879,0.113531267063668,0.216250742285102,-18.5842857142857,18.9892857142857,78.5871428571429,70,177857.478665288,27.1430845364751,24.9256846543834,0.157429421636487,0.00811581181188628,0.0184639209014154,0.00399962038411345,0.0882258436778554,0.0150269598488414,0.00560752120611937,0.0251825690664057,0.0984836203225458,0.0492373792671989,0.0103248822143616,0.0192618029140127,0.0176887070860372,0.0216977029851477,0.0331117503355787,0.017048025489282,0.0386238467794672,0.0642469366190251,0.0515580760924105,0.0117209991428024,0.00358947371091756
Omsk Region,52000000,52000000,2.81024464554035,73.9,13.9,300.2,1935430,109.9,25.39,0.728656680944286,144.705061260171,81.6713296343169,42.8374501917718,141.852942822944,40.8777466520777,5.07019112031952,0.00274725361541384,0.484302526066866,3.77228832869182,54.7,19.7,865.197708002873,26968,25.1,0.8,25.6,1.65079594715386,262.712845162136,0.155416888937854,0.293008302940933,-18.522,19.082,79,68.866,141206.921550276,32.7109724436241,18.6242737174446,0.0849816699369618,0.00777346636148039,0.0204456452435245,0.000215268026971053,0.0784318052001746,0.0161087359893126,0.00465541903347754,0.0256516554701632,0.0489661557005963,0.0389213849572195,0.00649043963899164,0.0126110792228751,0.010491458983634,0.0187638342649288,0.0168881970505522,0.0123582172183987,0.0406554307839569,0.0639586906040305,0.056814512476813,0.00918303743488319,0.0026922199669719
Orel Region,54000000,54000000,3.01759514000038,62,13.7,283.1,736483,110.6,29.49,0.667818537562985,139.77493360929,100.692321236063,30.9393018169759,141.239313969326,18.0451809212435,4.45903028311584,0.00529378301272332,0.523951713550409,6.45500303469327,53.6,16.5,1004.82781001055,26064,31.3,0.3,29.9,2.99124351818032,327.849653872316,0.122968987788986,0.131488331010111,-6.91666666666667,19.9666666666667,87.0755555555556,70.0611111111111,24648.4966661371,76.4615968855043,36.115981724842,0.121711276782308,0.00374618287183818,0.0406824601498031,0.000258894830961536,0.0924723191774639,0.0188896964336006,0.00623044850048823,0.0228250498572674,0.0574488136547153,0.028503256937505,0.0066355099825895,0.0118476050383954,0.0107737741299355,0.0100730861627735,0.00787779985640102,0.0110379887176977,0.0504619464015351,0.078279967998775,0.0576243656291344,0.00894403111228859,0.00308596558784093
Orenburg Region,53000000,53000000,3.17318527111381,68.7,14.3,124.3,1959921,111,26.99,0.60464120747724,143.964448942989,87.3289157812713,23.9610157811695,138.189106468556,5.16672986247287,4.63079889444523,-0.0110058984529839,0.57337836387094,5.42011642305991,54,20.2,866.05031529332,24483,17.1,1.2,25.8,0.706150911184686,363.760801668053,0.0708265833311753,0.440670164784444,-13.165,21.466,79.3,55.555,124243.346975701,38.9160609896155,27.6482941496781,0.651946377586251,0.00108014557729623,0.0420935333618039,0.0356414592447575,0.0764110541341358,0.0210315544275433,0.0085803722965629,0.0331604446566223,0.0621066227026875,0.0397921367465548,0.00862799326359847,0.00909957311771466,0.00920398019821925,0.0162520722915759,0.0168859791722142,0.0169131911533774,0.0434048107041049,0.0649816441014147,0.0546131233898751,0.00955943670216337,0.005019287719968
Penza Region,56000000,56000000,3.41875497390781,64.3,13.6,388.9,1311833,110.8,30.53,0.68808224827398,129.130248814536,90.9645710617314,30.9018011813199,121.803645018533,33.4820206097922,4.23986894673331,0.0928298579648992,0.533589486922321,5.90242812919023,53.8,16,928.068969144701,22969,34.9,0.5,30.2,1.57337100072951,319.583522683736,0.0871675267472562,0.490051405664467,-9.42111111111111,20.9011111111111,84.7644444444445,64.1888888888889,43362.8045959757,75.2219223373172,34.930286271056,0.27673486786216,0.00420785267636963,0.0499472804132231,0.000576536573330775,0.0997228325573686,0.0147674976207488,0.00613319294991298,0.0332887881727465,0.0708077310264442,0.0304931029605594,0.00640509604261924,0.00991815767917938,0.00788221419867068,0.0146392681789045,0.0186177814358607,0.0120542759833167,0.0416331951220206,0.0515633964504339,0.0491488573140049,0.00987777603174776,0.00611307297119267
